scenario_id,benchmark_id,benchmark_name,organization_count,document_count,in_core,baseline_organization_count,baseline_document_count,leave_one_org_min,leave_one_org_max,leave_one_org_survival_count,leave_one_org_scenario_count,leave_one_doc_min,leave_one_doc_max,leave_one_doc_survival_count,leave_one_doc_scenario_count,survives_every_org_omission,survives_every_document_omission,survives_drop_newest_per_org
canonical_all_t5,chartqa,ChartQA,2,2,false,,,,,,,,,,,,,
canonical_all_t5,chartography,Chartography,1,1,false,,,,,,,,,,,,,
canonical_all_t5,chatbot_arena,Chatbot Arena,1,1,false,,,,,,,,,,,,,
canonical_all_t5,codeforces,Codeforces,2,3,false,,,,,,,,,,,,,
canonical_all_t5,critpt,CritPt,3,3,false,,,,,,,,,,,,,
canonical_all_t5,cursor_bench,CursorBench,1,2,false,,,,,,,,,,,,,
canonical_all_t5,cybergym,CyberGym,1,1,false,,,,,,,,,,,,,
canonical_all_t5,draco,DRACO,1,1,false,,,,,,,,,,,,,
canonical_all_t5,drop,DROP,4,6,false,,,,,,,,,,,,,
canonical_all_t5,deepswe,DeepSWE,2,2,false,,,,,,,,,,,,,
canonical_all_t5,deepsearchqa,DeepSearchQA,2,2,false,,,,,,,,,,,,,
canonical_all_t5,docvqa,DocVQA,2,2,false,,,,,,,,,,,,,
canonical_all_t5,exploitbench,ExploitBench,2,2,false,,,,,,,,,,,,,
canonical_all_t5,frontiercode,FrontierCode,1,1,false,,,,,,,,,,,,,
canonical_all_t5,gdp_pdf,GDP.pdf,1,1,false,,,,,,,,,,,,,
canonical_all_t5,gdpval,GDPval,5,7,true,,,,,,,,,,,,,
canonical_all_t5,gpqa,GPQA (full),3,3,false,,,,,,,,,,,,,
canonical_all_t5,gpqa_diamond,GPQA Diamond,11,27,true,,,,,,,,,,,,,
canonical_all_t5,gsm8k,GSM8K,6,7,true,,,,,,,,,,,,,
canonical_all_t5,hmmt,HMMT,3,6,false,,,,,,,,,,,,,
canonical_all_t5,harbor_index,Harbor-Index,1,1,false,,,,,,,,,,,,,
canonical_all_t5,healthbench,HealthBench,1,2,false,,,,,,,,,,,,,
canonical_all_t5,healthbench_professional,HealthBench Professional,1,1,false,,,,,,,,,,,,,
canonical_all_t5,horizonmath,HorizonMath,1,1,false,,,,,,,,,,,,,
canonical_all_t5,humaneval,HumanEval,6,9,true,,,,,,,,,,,,,
canonical_all_t5,hle,Humanity's Last Exam,9,20,true,,,,,,,,,,,,,
canonical_all_t5,ifbench,IFBench,2,3,false,,,,,,,,,,,,,
canonical_all_t5,ifeval,IFEval,7,9,true,,,,,,,,,,,,,
canonical_all_t5,imo_answer_bench,IMOAnswerBench,3,6,false,,,,,,,,,,,,,
canonical_all_t5,jobbench,JobBench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,jointavbench,JointAVBench,0,0,false,,,,,,,,,,,,,
canonical_all_t5,legal_agent_benchmark,Legal Agent Benchmark,1,1,false,,,,,,,,,,,,,
canonical_all_t5,livebench,LiveBench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,livecodebench,LiveCodeBench,8,17,true,,,,,,,,,,,,,
canonical_all_t5,livecodebench_pro,LiveCodeBench Pro,1,1,false,,,,,,,,,,,,,
canonical_all_t5,longbench,LongBench,2,3,false,,,,,,,,,,,,,
canonical_all_t5,math_500,MATH-500,6,10,true,,,,,,,,,,,,,
canonical_all_t5,mbpp,MBPP,5,5,true,,,,,,,,,,,,,
canonical_all_t5,mcp_atlas,MCP Atlas,5,8,true,,,,,,,,,,,,,
canonical_all_t5,mcp_mark,MCPMark,2,2,false,,,,,,,,,,,,,
canonical_all_t5,mle_bench,MLE-bench,1,2,false,,,,,,,,,,,,,
canonical_all_t5,mmlu,MMLU,7,9,true,,,,,,,,,,,,,
canonical_all_t5,mmlu_pro,MMLU-Pro,7,12,true,,,,,,,,,,,,,
canonical_all_t5,mmlu_redux,MMLU-Redux,2,5,false,,,,,,,,,,,,,
canonical_all_t5,mmmlu,MMMLU,6,7,true,,,,,,,,,,,,,
canonical_all_t5,mmmu,MMMU,6,10,true,,,,,,,,,,,,,
canonical_all_t5,mmmu_pro,MMMU-Pro,3,4,false,,,,,,,,,,,,,
canonical_all_t5,mmvu,MMVU,1,1,false,,,,,,,,,,,,,
canonical_all_t5,mrcr,MRCR,4,8,false,,,,,,,,,,,,,
canonical_all_t5,mtob,MTOB,1,1,false,,,,,,,,,,,,,
canonical_all_t5,mvbench,MVbench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,matharena_apex_2025,MathArena Apex 2025,1,1,false,,,,,,,,,,,,,
canonical_all_t5,mathvision,MathVision,3,4,false,,,,,,,,,,,,,
canonical_all_t5,mathvista,MathVista,3,4,false,,,,,,,,,,,,,
canonical_all_t5,multichallenge,MultiChallenge,1,1,false,,,,,,,,,,,,,
canonical_all_t5,nl2repo,NL2Repo,2,2,false,,,,,,,,,,,,,
canonical_all_t5,osworld,OSWorld,3,5,false,,,,,,,,,,,,,
canonical_all_t5,office_qa_pro,OfficeQA Pro,2,2,false,,,,,,,,,,,,,
canonical_all_t5,omnidocbench,OmniDocBench,3,4,false,,,,,,,,,,,,,
canonical_all_t5,omnivideobench,OmniVideoBench,0,0,false,,,,,,,,,,,,,
canonical_all_t5,onemillionbench,OneMillionBench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,posttrainbench,PostTrainBench,4,4,false,,,,,,,,,,,,,
canonical_all_t5,programbench,ProgramBench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,rsi_bench,RSI-Bench,0,0,false,,,,,,,,,,,,,
canonical_all_t5,superchem,SUPERChem,1,1,false,,,,,,,,,,,,,
canonical_all_t5,swe_atlas,SWE Atlas,1,1,false,,,,,,,,,,,,,
canonical_all_t5,swe_marathon,SWE-Marathon,1,1,false,,,,,,,,,,,,,
canonical_all_t5,swe_bench_multilingual,SWE-bench Multilingual,4,5,false,,,,,,,,,,,,,
canonical_all_t5,swe_bench_pro,SWE-bench Pro,7,10,true,,,,,,,,,,,,,
canonical_all_t5,swe_bench_science,SWE-bench Science,0,0,false,,,,,,,,,,,,,
canonical_all_t5,swe_bench_verified,SWE-bench Verified,8,18,true,,,,,,,,,,,,,
canonical_all_t5,scicode,SciCode,2,2,false,,,,,,,,,,,,,
canonical_all_t5,seccodebench,SecCodeBench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,simpleqa,SimpleQA,5,9,true,,,,,,,,,,,,,
canonical_all_t5,skillsbench,SkillsBench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,super_gpqa,SuperGPQA,2,2,false,,,,,,,,,,,,,
canonical_all_t5,terminal_bench,Terminal-Bench,9,19,true,,,,,,,,,,,,,
canonical_all_t5,tool_decathlon,Tool Decathlon,4,8,false,,,,,,,,,,,,,
canonical_all_t5,toolathlon_verified,Toolathlon Verified,2,2,false,,,,,,,,,,,,,
canonical_all_t5,vending_bench,Vending Bench,1,2,false,,,,,,,,,,,,,
canonical_all_t5,vibench,ViBench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,video_mme,Video-MME,4,4,false,,,,,,,,,,,,,
canonical_all_t5,widesearch,WideSearch,2,2,false,,,,,,,,,,,,,
canonical_all_t5,workspacebench,WorkspaceBench,1,1,false,,,,,,,,,,,,,
canonical_all_t5,tau_bench,tau-bench,2,3,false,,,,,,,,,,,,,
canonical_all_t5,tau2_bench,tau2-bench,3,6,false,,,,,,,,,,,,,
canonical_all_t6,aa_lcr,AA-LCR,2,2,false,,,,,,,,,,,,,
canonical_all_t6,agieval,AGIEval,3,4,false,,,,,,,,,,,,,
canonical_all_t6,aime,AIME,8,17,true,8,17,7,8,12,12,7,8,37,37,true,true,true
canonical_all_t6,apex_agents,APEX-Agents,4,5,false,,,,,,,,,,,,,
canonical_all_t6,arc_agi,ARC-AGI,3,3,false,,,,,,,,,,,,,
canonical_all_t6,arc_agi_2,ARC-AGI-2,2,2,false,,,,,,,,,,,,,
canonical_all_t6,arc_agi_3,ARC-AGI-3,1,1,false,,,,,,,,,,,,,
canonical_all_t6,asi_bench,ASI-Bench,0,0,false,,,,,,,,,,,,,
canonical_all_t6,agents_last_exam,Agents' Last Exam,2,2,false,,,,,,,,,,,,,
canonical_all_t6,aider_polyglot,Aider Polyglot,4,4,false,,,,,,,,,,,,,
canonical_all_t6,arxivmath,ArXivMath,1,1,false,,,,,,,,,,,,,
canonical_all_t6,arena_hard,Arena-Hard,3,4,false,,,,,,,,,,,,,
canonical_all_t6,automationbench,AutomationBench,5,6,false,,,,,,,,,,,,,
canonical_all_t6,bfcl,BFCL,3,4,false,,,,,,,,,,,,,
canonical_all_t6,bigbench_extra_hard,BIG-Bench Extra Hard,1,1,false,,,,,,,,,,,,,
canonical_all_t6,babyvision,BabyVision,1,1,false,,,,,,,,,,,,,
canonical_all_t6,bankertoolbench,BankerToolBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,biomysterybench,BioMysteryBench,2,2,false,,,,,,,,,,,,,
canonical_all_t6,blueprint_bench_2,Blueprint-Bench 2,1,1,false,,,,,,,,,,,,,
canonical_all_t6,brokenarxiv,BrokenArXiv,1,1,false,,,,,,,,,,,,,
canonical_all_t6,browsecomp,BrowseComp,6,12,true,6,12,5,6,6,12,5,6,34,37,false,false,false
canonical_all_t6,browsecomp_zh,BrowseComp-ZH,2,2,false,,,,,,,,,,,,,
canonical_all_t6,cvebench,CVE-Bench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,charxiv_reasoning,CharXiv Reasoning,1,1,false,,,,,,,,,,,,,
canonical_all_t6,chartqa,ChartQA,2,2,false,,,,,,,,,,,,,
canonical_all_t6,chartography,Chartography,1,1,false,,,,,,,,,,,,,
canonical_all_t6,chatbot_arena,Chatbot Arena,1,1,false,,,,,,,,,,,,,
canonical_all_t6,codeforces,Codeforces,2,3,false,,,,,,,,,,,,,
canonical_all_t6,critpt,CritPt,3,3,false,,,,,,,,,,,,,
canonical_all_t6,cursor_bench,CursorBench,1,2,false,,,,,,,,,,,,,
canonical_all_t6,cybergym,CyberGym,1,1,false,,,,,,,,,,,,,
canonical_all_t6,draco,DRACO,1,1,false,,,,,,,,,,,,,
canonical_all_t6,drop,DROP,4,6,false,,,,,,,,,,,,,
canonical_all_t6,deepswe,DeepSWE,2,2,false,,,,,,,,,,,,,
canonical_all_t6,deepsearchqa,DeepSearchQA,2,2,false,,,,,,,,,,,,,
canonical_all_t6,docvqa,DocVQA,2,2,false,,,,,,,,,,,,,
canonical_all_t6,exploitbench,ExploitBench,2,2,false,,,,,,,,,,,,,
canonical_all_t6,frontiercode,FrontierCode,1,1,false,,,,,,,,,,,,,
canonical_all_t6,gdp_pdf,GDP.pdf,1,1,false,,,,,,,,,,,,,
canonical_all_t6,gdpval,GDPval,5,7,false,,,,,,,,,,,,,
canonical_all_t6,gpqa,GPQA (full),3,3,false,,,,,,,,,,,,,
canonical_all_t6,gpqa_diamond,GPQA Diamond,11,27,true,11,27,10,11,12,12,10,11,37,37,true,true,true
canonical_all_t6,gsm8k,GSM8K,6,7,true,6,7,5,6,6,12,5,6,32,37,false,false,false
canonical_all_t6,hmmt,HMMT,3,6,false,,,,,,,,,,,,,
canonical_all_t6,harbor_index,Harbor-Index,1,1,false,,,,,,,,,,,,,
canonical_all_t6,healthbench,HealthBench,1,2,false,,,,,,,,,,,,,
canonical_all_t6,healthbench_professional,HealthBench Professional,1,1,false,,,,,,,,,,,,,
canonical_all_t6,horizonmath,HorizonMath,1,1,false,,,,,,,,,,,,,
canonical_all_t6,humaneval,HumanEval,6,9,true,6,9,5,6,6,12,5,6,34,37,false,false,false
canonical_all_t6,hle,Humanity's Last Exam,9,20,true,9,20,8,9,12,12,8,9,37,37,true,true,true
canonical_all_t6,ifbench,IFBench,2,3,false,,,,,,,,,,,,,
canonical_all_t6,ifeval,IFEval,7,9,true,7,9,6,7,12,12,6,7,37,37,true,true,true
canonical_all_t6,imo_answer_bench,IMOAnswerBench,3,6,false,,,,,,,,,,,,,
canonical_all_t6,jobbench,JobBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,jointavbench,JointAVBench,0,0,false,,,,,,,,,,,,,
canonical_all_t6,legal_agent_benchmark,Legal Agent Benchmark,1,1,false,,,,,,,,,,,,,
canonical_all_t6,livebench,LiveBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,livecodebench,LiveCodeBench,8,17,true,8,17,7,8,12,12,7,8,37,37,true,true,true
canonical_all_t6,livecodebench_pro,LiveCodeBench Pro,1,1,false,,,,,,,,,,,,,
canonical_all_t6,longbench,LongBench,2,3,false,,,,,,,,,,,,,
canonical_all_t6,math_500,MATH-500,6,10,true,6,10,5,6,6,12,5,6,34,37,false,false,true
canonical_all_t6,mbpp,MBPP,5,5,false,,,,,,,,,,,,,
canonical_all_t6,mcp_atlas,MCP Atlas,5,8,false,,,,,,,,,,,,,
canonical_all_t6,mcp_mark,MCPMark,2,2,false,,,,,,,,,,,,,
canonical_all_t6,mle_bench,MLE-bench,1,2,false,,,,,,,,,,,,,
canonical_all_t6,mmlu,MMLU,7,9,true,7,9,6,7,12,12,6,7,37,37,true,true,true
canonical_all_t6,mmlu_pro,MMLU-Pro,7,12,true,7,12,6,7,12,12,6,7,37,37,true,true,false
canonical_all_t6,mmlu_redux,MMLU-Redux,2,5,false,,,,,,,,,,,,,
canonical_all_t6,mmmlu,MMMLU,6,7,true,6,7,5,6,6,12,5,6,32,37,false,false,false
canonical_all_t6,mmmu,MMMU,6,10,true,6,10,5,6,6,12,5,6,34,37,false,false,false
canonical_all_t6,mmmu_pro,MMMU-Pro,3,4,false,,,,,,,,,,,,,
canonical_all_t6,mmvu,MMVU,1,1,false,,,,,,,,,,,,,
canonical_all_t6,mrcr,MRCR,4,8,false,,,,,,,,,,,,,
canonical_all_t6,mtob,MTOB,1,1,false,,,,,,,,,,,,,
canonical_all_t6,mvbench,MVbench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,matharena_apex_2025,MathArena Apex 2025,1,1,false,,,,,,,,,,,,,
canonical_all_t6,mathvision,MathVision,3,4,false,,,,,,,,,,,,,
canonical_all_t6,mathvista,MathVista,3,4,false,,,,,,,,,,,,,
canonical_all_t6,multichallenge,MultiChallenge,1,1,false,,,,,,,,,,,,,
canonical_all_t6,nl2repo,NL2Repo,2,2,false,,,,,,,,,,,,,
canonical_all_t6,osworld,OSWorld,3,5,false,,,,,,,,,,,,,
canonical_all_t6,office_qa_pro,OfficeQA Pro,2,2,false,,,,,,,,,,,,,
canonical_all_t6,omnidocbench,OmniDocBench,3,4,false,,,,,,,,,,,,,
canonical_all_t6,omnivideobench,OmniVideoBench,0,0,false,,,,,,,,,,,,,
canonical_all_t6,onemillionbench,OneMillionBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,posttrainbench,PostTrainBench,4,4,false,,,,,,,,,,,,,
canonical_all_t6,programbench,ProgramBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,rsi_bench,RSI-Bench,0,0,false,,,,,,,,,,,,,
canonical_all_t6,superchem,SUPERChem,1,1,false,,,,,,,,,,,,,
canonical_all_t6,swe_atlas,SWE Atlas,1,1,false,,,,,,,,,,,,,
canonical_all_t6,swe_marathon,SWE-Marathon,1,1,false,,,,,,,,,,,,,
canonical_all_t6,swe_bench_multilingual,SWE-bench Multilingual,4,5,false,,,,,,,,,,,,,
canonical_all_t6,swe_bench_pro,SWE-bench Pro,7,10,true,7,10,6,7,12,12,6,7,37,37,true,true,false
canonical_all_t6,swe_bench_science,SWE-bench Science,0,0,false,,,,,,,,,,,,,
canonical_all_t6,swe_bench_verified,SWE-bench Verified,8,18,true,8,18,7,8,12,12,7,8,37,37,true,true,true
canonical_all_t6,scicode,SciCode,2,2,false,,,,,,,,,,,,,
canonical_all_t6,seccodebench,SecCodeBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,simpleqa,SimpleQA,5,9,false,,,,,,,,,,,,,
canonical_all_t6,skillsbench,SkillsBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,super_gpqa,SuperGPQA,2,2,false,,,,,,,,,,,,,
canonical_all_t6,terminal_bench,Terminal-Bench,9,19,true,9,19,8,9,12,12,8,9,37,37,true,true,true
canonical_all_t6,tool_decathlon,Tool Decathlon,4,8,false,,,,,,,,,,,,,
canonical_all_t6,toolathlon_verified,Toolathlon Verified,2,2,false,,,,,,,,,,,,,
canonical_all_t6,vending_bench,Vending Bench,1,2,false,,,,,,,,,,,,,
canonical_all_t6,vibench,ViBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,video_mme,Video-MME,4,4,false,,,,,,,,,,,,,
canonical_all_t6,widesearch,WideSearch,2,2,false,,,,,,,,,,,,,
canonical_all_t6,workspacebench,WorkspaceBench,1,1,false,,,,,,,,,,,,,
canonical_all_t6,tau_bench,tau-bench,2,3,false,,,,,,,,,,,,,
canonical_all_t6,tau2_bench,tau2-bench,3,6,false,,,,,,,,,,,,,
canonical_all_t7,aa_lcr,AA-LCR,2,2,false,,,,,,,,,,,,,
canonical_all_t7,agieval,AGIEval,3,4,false,,,,,,,,,,,,,
canonical_all_t7,aime,AIME,8,17,true,,,,,,,,,,,,,
canonical_all_t7,apex_agents,APEX-Agents,4,5,false,,,,,,,,,,,,,
canonical_all_t7,arc_agi,ARC-AGI,3,3,false,,,,,,,,,,,,,
canonical_all_t7,arc_agi_2,ARC-AGI-2,2,2,false,,,,,,,,,,,,,
canonical_all_t7,arc_agi_3,ARC-AGI-3,1,1,false,,,,,,,,,,,,,
canonical_all_t7,asi_bench,ASI-Bench,0,0,false,,,,,,,,,,,,,
canonical_all_t7,agents_last_exam,Agents' Last Exam,2,2,false,,,,,,,,,,,,,
canonical_all_t7,aider_polyglot,Aider Polyglot,4,4,false,,,,,,,,,,,,,
canonical_all_t7,arxivmath,ArXivMath,1,1,false,,,,,,,,,,,,,
canonical_all_t7,arena_hard,Arena-Hard,3,4,false,,,,,,,,,,,,,
canonical_all_t7,automationbench,AutomationBench,5,6,false,,,,,,,,,,,,,
canonical_all_t7,bfcl,BFCL,3,4,false,,,,,,,,,,,,,
canonical_all_t7,bigbench_extra_hard,BIG-Bench Extra Hard,1,1,false,,,,,,,,,,,,,
canonical_all_t7,babyvision,BabyVision,1,1,false,,,,,,,,,,,,,
canonical_all_t7,bankertoolbench,BankerToolBench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,biomysterybench,BioMysteryBench,2,2,false,,,,,,,,,,,,,
canonical_all_t7,blueprint_bench_2,Blueprint-Bench 2,1,1,false,,,,,,,,,,,,,
canonical_all_t7,brokenarxiv,BrokenArXiv,1,1,false,,,,,,,,,,,,,
canonical_all_t7,browsecomp,BrowseComp,6,12,false,,,,,,,,,,,,,
canonical_all_t7,browsecomp_zh,BrowseComp-ZH,2,2,false,,,,,,,,,,,,,
canonical_all_t7,cvebench,CVE-Bench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,charxiv_reasoning,CharXiv Reasoning,1,1,false,,,,,,,,,,,,,
canonical_all_t7,chartqa,ChartQA,2,2,false,,,,,,,,,,,,,
canonical_all_t7,chartography,Chartography,1,1,false,,,,,,,,,,,,,
canonical_all_t7,chatbot_arena,Chatbot Arena,1,1,false,,,,,,,,,,,,,
canonical_all_t7,codeforces,Codeforces,2,3,false,,,,,,,,,,,,,
canonical_all_t7,critpt,CritPt,3,3,false,,,,,,,,,,,,,
canonical_all_t7,cursor_bench,CursorBench,1,2,false,,,,,,,,,,,,,
canonical_all_t7,cybergym,CyberGym,1,1,false,,,,,,,,,,,,,
canonical_all_t7,draco,DRACO,1,1,false,,,,,,,,,,,,,
canonical_all_t7,drop,DROP,4,6,false,,,,,,,,,,,,,
canonical_all_t7,deepswe,DeepSWE,2,2,false,,,,,,,,,,,,,
canonical_all_t7,deepsearchqa,DeepSearchQA,2,2,false,,,,,,,,,,,,,
canonical_all_t7,docvqa,DocVQA,2,2,false,,,,,,,,,,,,,
canonical_all_t7,exploitbench,ExploitBench,2,2,false,,,,,,,,,,,,,
canonical_all_t7,frontiercode,FrontierCode,1,1,false,,,,,,,,,,,,,
canonical_all_t7,gdp_pdf,GDP.pdf,1,1,false,,,,,,,,,,,,,
canonical_all_t7,gdpval,GDPval,5,7,false,,,,,,,,,,,,,
canonical_all_t7,gpqa,GPQA (full),3,3,false,,,,,,,,,,,,,
canonical_all_t7,gpqa_diamond,GPQA Diamond,11,27,true,,,,,,,,,,,,,
canonical_all_t7,gsm8k,GSM8K,6,7,false,,,,,,,,,,,,,
canonical_all_t7,hmmt,HMMT,3,6,false,,,,,,,,,,,,,
canonical_all_t7,harbor_index,Harbor-Index,1,1,false,,,,,,,,,,,,,
canonical_all_t7,healthbench,HealthBench,1,2,false,,,,,,,,,,,,,
canonical_all_t7,healthbench_professional,HealthBench Professional,1,1,false,,,,,,,,,,,,,
canonical_all_t7,horizonmath,HorizonMath,1,1,false,,,,,,,,,,,,,
canonical_all_t7,humaneval,HumanEval,6,9,false,,,,,,,,,,,,,
canonical_all_t7,hle,Humanity's Last Exam,9,20,true,,,,,,,,,,,,,
canonical_all_t7,ifbench,IFBench,2,3,false,,,,,,,,,,,,,
canonical_all_t7,ifeval,IFEval,7,9,true,,,,,,,,,,,,,
canonical_all_t7,imo_answer_bench,IMOAnswerBench,3,6,false,,,,,,,,,,,,,
canonical_all_t7,jobbench,JobBench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,jointavbench,JointAVBench,0,0,false,,,,,,,,,,,,,
canonical_all_t7,legal_agent_benchmark,Legal Agent Benchmark,1,1,false,,,,,,,,,,,,,
canonical_all_t7,livebench,LiveBench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,livecodebench,LiveCodeBench,8,17,true,,,,,,,,,,,,,
canonical_all_t7,livecodebench_pro,LiveCodeBench Pro,1,1,false,,,,,,,,,,,,,
canonical_all_t7,longbench,LongBench,2,3,false,,,,,,,,,,,,,
canonical_all_t7,math_500,MATH-500,6,10,false,,,,,,,,,,,,,
canonical_all_t7,mbpp,MBPP,5,5,false,,,,,,,,,,,,,
canonical_all_t7,mcp_atlas,MCP Atlas,5,8,false,,,,,,,,,,,,,
canonical_all_t7,mcp_mark,MCPMark,2,2,false,,,,,,,,,,,,,
canonical_all_t7,mle_bench,MLE-bench,1,2,false,,,,,,,,,,,,,
canonical_all_t7,mmlu,MMLU,7,9,true,,,,,,,,,,,,,
canonical_all_t7,mmlu_pro,MMLU-Pro,7,12,true,,,,,,,,,,,,,
canonical_all_t7,mmlu_redux,MMLU-Redux,2,5,false,,,,,,,,,,,,,
canonical_all_t7,mmmlu,MMMLU,6,7,false,,,,,,,,,,,,,
canonical_all_t7,mmmu,MMMU,6,10,false,,,,,,,,,,,,,
canonical_all_t7,mmmu_pro,MMMU-Pro,3,4,false,,,,,,,,,,,,,
canonical_all_t7,mmvu,MMVU,1,1,false,,,,,,,,,,,,,
canonical_all_t7,mrcr,MRCR,4,8,false,,,,,,,,,,,,,
canonical_all_t7,mtob,MTOB,1,1,false,,,,,,,,,,,,,
canonical_all_t7,mvbench,MVbench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,matharena_apex_2025,MathArena Apex 2025,1,1,false,,,,,,,,,,,,,
canonical_all_t7,mathvision,MathVision,3,4,false,,,,,,,,,,,,,
canonical_all_t7,mathvista,MathVista,3,4,false,,,,,,,,,,,,,
canonical_all_t7,multichallenge,MultiChallenge,1,1,false,,,,,,,,,,,,,
canonical_all_t7,nl2repo,NL2Repo,2,2,false,,,,,,,,,,,,,
canonical_all_t7,osworld,OSWorld,3,5,false,,,,,,,,,,,,,
canonical_all_t7,office_qa_pro,OfficeQA Pro,2,2,false,,,,,,,,,,,,,
canonical_all_t7,omnidocbench,OmniDocBench,3,4,false,,,,,,,,,,,,,
canonical_all_t7,omnivideobench,OmniVideoBench,0,0,false,,,,,,,,,,,,,
canonical_all_t7,onemillionbench,OneMillionBench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,posttrainbench,PostTrainBench,4,4,false,,,,,,,,,,,,,
canonical_all_t7,programbench,ProgramBench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,rsi_bench,RSI-Bench,0,0,false,,,,,,,,,,,,,
canonical_all_t7,superchem,SUPERChem,1,1,false,,,,,,,,,,,,,
canonical_all_t7,swe_atlas,SWE Atlas,1,1,false,,,,,,,,,,,,,
canonical_all_t7,swe_marathon,SWE-Marathon,1,1,false,,,,,,,,,,,,,
canonical_all_t7,swe_bench_multilingual,SWE-bench Multilingual,4,5,false,,,,,,,,,,,,,
canonical_all_t7,swe_bench_pro,SWE-bench Pro,7,10,true,,,,,,,,,,,,,
canonical_all_t7,swe_bench_science,SWE-bench Science,0,0,false,,,,,,,,,,,,,
canonical_all_t7,swe_bench_verified,SWE-bench Verified,8,18,true,,,,,,,,,,,,,
canonical_all_t7,scicode,SciCode,2,2,false,,,,,,,,,,,,,
canonical_all_t7,seccodebench,SecCodeBench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,simpleqa,SimpleQA,5,9,false,,,,,,,,,,,,,
canonical_all_t7,skillsbench,SkillsBench,1,1,false,,,,,,,,,,,,,
canonical_all_t7,super_gpqa,SuperGPQA,2,2,false,,,,,,,,,,,,,
canonical_all_t7,terminal_bench,Terminal-Bench,9,19,true,,,,,,,,,,,,,
